cname,sname,id,ResourceID
Monarch gilia,Gilia yorkii,"885",06373b3c-67df-4d59-9e35-024acd4845b6
Monarch golden-aster,Heterotheca monarchensis,"886",e039589d-9e2d-4547-a747-f96ddbc7a95f
Mono County phacelia,Phacelia monoensis,"887",804555ce-afe7-466f-a596-c5df5e9464cc
Mono Hot Springs evening-primrose,Camissonia sierrae ssp. alticola,"888",68416ec5-fb70-4c21-ae3a-4ef506755e39
Mono Lake brine shrimp,Artemia monica,"889",49efcab0-053f-4aa0-9bfb-7eb764c0d66b
Mono Lake lupine,Lupinus duranii,"890",c6d012f2-8557-411d-97e6-4bb476db22b5
Mono Pumice Flat,Mono Pumice Flat,"891",2092624c-e906-44f6-82dc-4e38171ec2aa
Mono checkerspot butterfly,Euphydryas editha monoensis,"892",78f17718-85e8-4e74-8353-8033df4fa70b
Mono milk-vetch,Astragalus monoensis,"893",1af9eeb5-fe55-4fc3-b10f-084eb986f652
Montane Freshwater Marsh,Montane Freshwater Marsh,"894",2e4e5dc3-ec66-4d9a-b95d-a929cc6552d8
Montara manzanita,Arctostaphylos montaraensis,"895",c284e4fa-86ae-4497-9a00-f57825bd9f71
Monterey Cypress Forest,Monterey Cypress Forest,"896",9b1ed785-58d3-470a-a77d-5994033d7da2
Monterey Pine Forest,Monterey Pine Forest,"897",af4675c1-a5e5-44ef-a65d-93733abc105d
Monterey Pygmy Cypress Forest,Monterey Pygmy Cypress Forest,"898",167f1a33-fd85-4fda-b05e-e41f4ca87cc1
Monterey clover,Trifolium trichocalyx,"899",b76e9705-ddd0-4183-bc4b-d29bb22de903
Monterey cypress,Hesperocyparis macrocarpa,"900",b0f3efff-1753-4aec-bb8e-2709954a0d46
Monterey dusky-footed woodrat,Neotoma macrotis luciana,"901",d9895825-0900-426f-8e81-9f111f5d7dc2
Monterey gilia,Gilia tenuiflora ssp. arenaria,"902",5b4b83b7-7c1d-41e0-9d72-c6902dbb2404
Monterey pine,Pinus radiata,"903",3eab36b0-d1b2-4238-9cc8-8c261e34f39a
Monterey roach,Lavinia symmetricus subditus,"904",b348d048-6bfb-42c8-a87d-9a7e25f227dc
Monterey shrew,Sorex ornatus salarius,"905",6c60dd8f-7f06-4ef4-b7c2-d735a73cf769
Monterey socalchemmis spider,Socalchemmis monterey,"906",a910013a-2772-42f7-86fe-e81429e4b378
Monterey spineflower,Chorizanthe pungens var. pungens,"907",370c3246-d276-45d5-a4bc-d616d09cbf02
Monvero Residual Dunes,Monvero Residual Dunes,"908",c696f824-65b8-4634-afc1-f29d9b9da2cc
Moody's gnaphosid spider,Talanites moodyae,"909",132f781f-1bc1-46fc-a219-528cb7163946
Morefield's cinquefoil,Potentilla morefieldii,"910",bf939a42-e760-4e07-9fa4-73a729b2268b
Moreno currant,Ribes canthariforme,"911",b528cd48-bcb5-4674-8588-1412dfcea787
Mormon needle grass,Stipa arida,"912",52e8dee6-886c-4754-ae42-c3e611a294ea
Morongo (=Colorado) desertsnail,Eremarionta morongoana,"913",5346cd67-e25e-4f90-a627-4053c8bd61bd
Morrison bumble bee,Bombus morrisoni,"914",09c8b587-da38-45df-8e0d-07744c992613
Morrison's blister beetle,Lytta morrisoni,"915",f3e29aa5-e6c2-491b-b6ea-4954ba458f10
Morrison's jewelflower,Streptanthus morrisonii ssp. morrisonii,"916",accea792-dcb6-419f-a928-0e24c2bad637
Morro Bay blue butterfly,Plebejus icarioides moroensis,"917",9c8be14b-bff1-4c9f-a819-35a6402afeaa
Morro Bay kangaroo rat,Dipodomys heermanni morroensis,"918",d378ca0d-25bf-49d5-9d7b-bd39b5800c0f
Morro manzanita,Arctostaphylos morroensis,"919",8e5e6bb1-5731-44ad-adf9-cbc477fe0fbf
Morro shoulderband (=banded dune) snail,Helminthoglypta walkeriana,"920",79caf4d7-cbb3-4e5d-9b47-1cd0178680f0
Mosquin's clarkia,Clarkia mosquinii,"921",7dc38cea-1206-4486-9cf2-e28804f123a0
Mount Hermon (=barbate) June beetle,Polyphylla barbata,"922",37cc88e1-ae86-4b95-b878-fcd929b8dcf5
Mount Lyell salamander,Hydromantes platycephalus,"923",19b774d6-bcc1-40a1-a575-3be2bf496036
Mount Lyell shrew,Sorex lyelli,"924",7d13e61b-86bd-45e4-a2d3-8d875d98ccfe
Mount Pinos chipmunk,Neotamias speciosus callipeplus,"925",85d4caa0-1762-45d6-8b20-88cbabd13db7
Mount Pinos sooty grouse,Dendragapus fuliginosus howardi,"926",574e4dab-6c18-42be-a506-dc36c0731385
Mountain Springs bush lupine,Lupinus albifrons var. medius,"927",5bc23842-8d02-4627-a12b-86773d70cf36
Mt. Day rockcress,Boechera rubicundula,"928",cd1c051b-2f88-417e-ae4f-c95c6ad04c3e
Mt. Diablo bird's-beak,Cordylanthus nidularius,"929",747f1c9b-4a7b-41f5-97e8-470dbeacd428
Mt. Diablo buckwheat,Eriogonum truncatum,"930",a6751bca-48db-4464-8203-3db80d073130
Mt. Diablo fairy-lantern,Calochortus pulchellus,"931",e014d134-baf9-40a8-bd34-23af200cc6dd
Mt. Diablo jewelflower,Streptanthus hispidus,"932",5b5b57c7-8325-4f9c-91ad-85f38f7168fd
Mt. Diablo manzanita,Arctostaphylos auriculata,"933",835eff49-154d-4d59-9e95-022c8779c8c2
Mt. Diablo phacelia,Phacelia phacelioides,"934",efe7a315-c889-49c6-a4f6-d1e300ecf399
Mt. Eddy draba,Draba carnosula,"935",8e6d03a5-88ee-4fa2-82fc-f16b438d4478
Mt. Eddy sky pilot,Polemonium eddyense,"936",0b6f9546-f8b1-4a58-add9-15114d021444
Mt. Gleason paintbrush,Castilleja gleasoni,"937",4082df65-0a77-4098-b253-624e32ec8cbd
Mt. Hamilton coreopsis,Leptosyne hamiltonii,"938",9620d6a6-9483-4641-b6df-b5a6d6da6286
Mt. Hamilton fountain thistle,Cirsium fontinale var. campylon,"939",8d9aee3f-2327-4f33-8eb2-7928e04bcd3b
Mt. Hamilton jewelflower,Streptanthus callistus,"940",d2fba7ce-f6dd-4d0d-894d-9a5c5ba2ff9c
Mt. Hamilton lomatium,Lomatium observatorium,"941",a7f75d63-2525-401d-b2a8-ae0b6cbb9aba
Mt. Laguna aster,Dieteria asteroides var. lagunensis,"942",a20d27b1-b656-454f-b7df-65a501927a5c
Mt. Patterson senecio,Senecio pattersonensis,"943",bb24a2e8-e33d-40c5-a65e-df24a659fedf
Mt. Pinos onion,Allium howellii var. clokeyi,"944",1f925839-ad10-4adf-aeb2-e39b02647c67
Mt. Saint Helena morning-glory,Calystegia collina ssp. oxyphylla,"945",29cc0527-37bb-4ee1-91ba-9084d5164e03
Mt. Shasta sky pilot,Polemonium pulcherrimum var. shastense,"946",da02e3df-87c2-4b19-be96-d82a7be34f96
Mt. Tamalpais bristly jewelflower,Streptanthus glandulosus ssp. pulchellus,"947",d443ff51-0aaf-4d39-90c8-0139003d7219
Mt. Tamalpais manzanita,Arctostaphylos montana ssp. montana,"948",f3d8f329-08a7-460e-a76e-a836db88fbe4
Mt. Tamalpais thistle,Cirsium hydrophilum var. vaseyi,"949",7c283187-1bc1-4d88-a583-60d2fc7bbe49
Mt. Tedoc leptosiphon,Leptosiphon nuttallii ssp. howellii,"950",f4edeb15-bc85-4a22-b0a4-561596543faa
Mt. Vision ceanothus,Ceanothus gloriosus var. porrectus,"951",acd8e4da-0672-41b0-95c4-6470718d2304
Mt. Whitney draba,Draba sharsmithii,"952",ac00f678-a170-466a-99f4-dfea541819ad
Muir's tarplant,Carlquistia muirii,"953",b507a19c-e588-4b88-8221-24c781c1fa5e
Munro's desert mallow,Sphaeralcea munroana,"954",3e1d27f4-baa2-4dd0-a4af-5bc43c0996b4
Munz's cholla,Cylindropuntia munzii,"955",8c9c22fe-3b22-4c70-874c-ca85c467f775
Munz's iris,Iris munzii,"956",9abd3139-e6aa-483c-ade7-5a2c7e50b0b3
Munz's onion,Allium munzii,"957",1b50c7c3-0549-4842-9fc8-2c877dd3fd1b
Munz's sage,Salvia munzii,"958",4830f7a2-ffe1-4116-9077-c608acd51e52
Munz's tidy-tips,Layia munzii,"959",b3162d06-cdd6-4bfc-b32d-46e6b2165091
Music Hall Cave pseudoscorpion,Pseudogarypus orpheus,"960",0fb808b9-1f22-4fea-b343-fbc7edb7cc29
Myrtle's silverspot butterfly,Speyeria zerene myrtleae,"961",0b9b37f6-214c-4ba2-860f-044efad8810f
N. Central Coast Calif. Roach/Stickleback/Steelhead Stream,N. Central Coast Calif. Roach/Stickleback/Steelhead Stream,"962",6ff3a69a-0ae2-4e6e-a728-d21932b982c7
Napa blue grass,Poa napensis,"963",256ede40-3f93-4c67-81b9-da4ff6710bea
Napa bluecurls,Trichostema ruygtii,"964",e979e1c7-20ab-4c86-a577-ddaee4f179ea
Napa checkerbloom,Sidalcea hickmanii ssp. napensis,"965",e85084dd-9b81-4d65-b340-699bd5d6961f
Napa false indigo,Amorpha californica var. napensis,"966",01455c0b-1dfc-47c8-a20a-8739908ea5d8
Natural Bridge megomphix,Megomphix californicus,"967",53e5f50d-26eb-4c1d-88b0-02c821317792
Navarro roach,Lavinia symmetricus navarroensis,"968",5a592972-3f93-4d98-9e7e-92948e7c6ef8
Nelson's antelope squirrel,Ammospermophilus nelsoni,"969",06b1ee5a-cc59-4cdd-bed4-77780ff20566
Nelson's evening-primrose,Eremothera minor,"970",138ac253-35c2-4726-85e9-7c37fe15f79c
Nelson's miloderes weevil,Miloderes nelsoni,"971",8430f28d-e2cb-4234-899e-f11cd05f31b1
Nevada daisy,Erigeron eatonii var. nevadincola,"972",951e9236-8f94-4e83-a21a-48af0387329c
Nevada ninebark,Physocarpus alternans,"973",8173d098-e7c9-48d8-aa04-9712eb35cebe
Nevada onion,Allium nevadense,"974",52ba9b50-2248-41c8-a94d-058b2300a19c
Nevada oryctes,Oryctes nevadensis,"975",3c10fad2-f4f1-4866-9128-cbd49fb4b032
Nevares Spring naucorid bug,Ambrysus funebris,"976",67a12b05-fea3-4a2c-9970-8b8dec00bd97
Nevin's barberry,Berberis nevinii,"977",c3aa9c3d-5df2-456e-9f8b-3280dd9f4067
Nevin's woolly sunflower,Constancea nevinii,"978",5dfcd893-0027-48e9-804d-7152c5138615
New Mexico locust,Robinia neomexicana,"979",ea8439c5-f20f-49ed-9c96-7c0a9cc56a54
Newberry's cinquefoil,Potentilla newberryi,"980",a6ba6a36-ba4c-4631-9a7b-9bda7226bf0e
Newhall sunflower,Helianthus inexpectatus,"981",f0347ce3-51a4-4809-aa43-61147d8ebcd2
Nicasio ceanothus,Ceanothus decornutus,"982",bd79d6d9-1885-4f31-bdd6-540ace43a43b
Niles' harmonia,Harmonia doris-nilesiae,"983",6ebccd94-a6bb-402b-9efa-7c5b29fa21e8
Nine Mile Canyon phacelia,Phacelia novenmillensis,"984",cc126043-995f-4a83-bb0c-fff2f4d314b9
Nipomo Mesa ceanothus,Ceanothus impressus var. nipomensis,"985",b4f357a6-3690-4ccb-8fe5-7be6adad77d1
Nipomo Mesa lupine,Lupinus nipomensis,"986",c00feed4-beaa-4edd-b477-af7284a1dcde
Nissenan manzanita,Arctostaphylos nissenana,"987",bd6f624a-f8e5-4887-b64d-b51de5db9287
North American porcupine,Erethizon dorsatum,"988",4950f974-59ce-4e1b-bcc0-93629e1c6315
North Central Coast Drainage Sacramento Sucker/Roach River,North Central Coast Drainage Sacramento Sucker/Roach River,"989",f83e7229-e281-449a-a0a0-db32387b43ef
North Central Coast Fall-Run Steelhead Stream,North Central Coast Fall-Run Steelhead Stream,"990",61e09b35-9371-4e5a-b67b-68861b583d5a
North Central Coast Short-Run Coho Stream,North Central Coast Short-Run Coho Stream,"991",9773c1d5-8caa-41d3-b0f4-0fe66e437ddb
North Central Coast Steelhead/Sculpin Stream,North Central Coast Steelhead/Sculpin Stream,"992",5c609167-439f-419e-9441-bf0add20dd84
North Central Coast Summer Steelhead Stream,North Central Coast Summer Steelhead Stream,"993",0f304354-d072-4e7a-a6e4-a6f4cbe6f3f5
North Coast phacelia,Phacelia insularis var. continentis,"994",4e0f1393-48f6-418b-9970-1a2889ecb9e8
North Coast semaphore grass,Pleuropogon hooverianus,"995",41c7fde4-8deb-44fd-a5a8-8c3bb9895098
Northern Basalt Flow Vernal Pool,Northern Basalt Flow Vernal Pool,"996",565f322e-f600-455f-bc56-418994c03a53
Northern Bishop Pine Forest,Northern Bishop Pine Forest,"997",5d18033d-3146-4844-aabd-ca5323d01f8c
Northern California black walnut,Juglans hindsii,"998",249374a8-76cb-48f7-868c-8bb88f4655bc
Northern Claypan Vernal Pool,Northern Claypan Vernal Pool,"999",0e96aa81-5cf0-4065-bebb-66ff50c2af50
Northern Coastal Bluff Scrub,Northern Coastal Bluff Scrub,"1000",40d64189-5ce6-42d4-9482-5343e416c088
Northern Coastal Salt Marsh,Northern Coastal Salt Marsh,"1001",aaba04c1-878f-4c38-9e23-e4d750fe4adf
Northern Foredune Grassland,Northern Foredune Grassland,"1002",fe097cd2-a7cd-46df-89cf-b3827a6e73b2
Northern Hardpan Vernal Pool,Northern Hardpan Vernal Pool,"1003",e716de6e-5d6e-463a-9796-64352afba698
Northern Interior Cypress Forest,Northern Interior Cypress Forest,"1004",82533006-3f28-4fef-a5bb-db6eb8e0a320
Northern Maritime Chaparral,Northern Maritime Chaparral,"1005",12bfaf70-7bfb-495b-b118-738955c7b381
Northern Vernal Pool,Northern Vernal Pool,"1006",9c8fbc60-a27b-47a0-950b-fcc4447a4dfe
Northern Volcanic Ash Vernal Pool,Northern Volcanic Ash Vernal Pool,"1007",8ef1832c-102e-4b94-aa51-d11d3f4f7ee9
Northern Volcanic Mud Flow Vernal Pool,Northern Volcanic Mud Flow Vernal Pool,"1008",530c8621-e07e-4878-a71c-46ae08929998
Nuttall's acmispon,Acmispon prostratus,"1009",63a055a0-8ada-4f7c-8541-edc9fb3fd2a5
Nuttall's ribbon-leaved pondweed,Potamogeton epihydrus,"1010",56b70975-afed-4d41-80af-2f348586466b
Nuttall's saxifrage,Cascadia nuttallii,"1011",eb788ad7-c0f4-455d-9627-ee5d258342ec
Nuttall's scrub oak,Quercus dumosa,"1012",ab5353ba-dcc1-4e57-aec7-0132dabe50cb
Nye milk-vetch,Astragalus nyensis,"1013",9742c18b-4046-4adc-a340-de199d88945a
Ohlone manzanita,Arctostaphylos ohloneana,"1014",99a757ce-64c6-48ae-9a2f-791eb56d6c93
Ohlone tiger beetle,Cicindela ohlone,"1015",f264cef9-7be5-4f14-8bec-e707bb3e540a
Ojai fritillary,Fritillaria ojaiensis,"1016",52b3cb91-7dd1-459c-ab20-000d9d848f22
Ojai navarretia,Navarretia ojaiensis,"1017",f34b7369-fa46-4118-af47-a3cf7907a193
Olancha Peak buckwheat,Eriogonum wrightii var. olanchense,"1018",a48a70d4-adf9-4a5a-a1c5-ecad66d7bcd9
Onyx Peak bedstraw,Galium angustifolium ssp. onycense,"1019",2f42e968-65e5-4e93-b9a0-fe515d649f69
Open Engelmann Oak Woodland,Open Engelmann Oak Woodland,"1020",7408e4d7-0279-43b9-bf56-734449795577
Opler's longhorn moth,Adela oplerella,"1021",c4619523-bda5-4d02-8055-df1e084ca3f9
Orcutt's bird's-beak,Dicranostegia orcuttiana,"1022",8c8fd2b5-ab6d-4981-aabf-8333acf7983c
Orcutt's brodiaea,Brodiaea orcuttii,"1023",10b47d64-1d14-4086-ad89-98a50e394929
Orcutt's dudleya,Dudleya attenuata ssp. attenuata,"1024",5070150d-b388-44ba-a527-e08e30617428
Orcutt's hazardia,Hazardia orcuttii,"1025",3c9d6c4f-d8ee-4989-a736-6a3ac5ea2eba
Orcutt's linanthus,Linanthus orcuttii,"1026",60f9ad9a-9445-4615-babc-b9640130181a
Orcutt's pincushion,Chaenactis glabriuscula var. orcuttiana,"1027",f5583cf0-8d00-4cf4-93b6-ce69a73f56fa
Orcutt's spineflower,Chorizanthe orcuttiana,"1028",88f6156e-59e3-4eec-82f2-1127b871d658
Orcutt's woody-aster,Xylorhiza orcuttii,"1029",d4ee31d3-de50-42f5-a6e0-de2e956acd7e
Oregon bluebells,Mertensia bella,"1030",86a02c1b-8bfa-42b3-9fc0-51fe399d5309
Oregon campion,Silene oregana,"1031",067c396b-97f1-432b-9a81-aefaa092770c
Oregon coast paintbrush,Castilleja litoralis,"1032",c1ec475d-af8a-411d-a346-669ef1511c7a
Oregon fireweed,Epilobium oreganum,"1033",639c145e-e75b-44dc-a136-cab22b880ce9
Oregon floater,Anodonta oregonensis,"1034",5e94a576-d3af-4a5f-800b-790bcbc563d4
Oregon goldthread,Coptis laciniata,"1035",ce7fa284-6df0-4fdd-9de8-7920d7f4fce2
Oregon meconella,Meconella oregana,"1036",1acf7ce3-bd09-402f-b338-b8bd9d86a158
Oregon polemonium,Polemonium carneum,"1037",a9622721-427c-4c9a-acf8-b00d1dcafbac
Oregon sedge,Carex halliana,"1038",ce5a6e54-b391-4dd1-bebb-a60fe98066cc
Oregon shoulderband,Helminthoglypta hertleini,"1039",f8de519a-7c59-42d5-ac8b-5c9b0ef589c5
Oregon silverspot butterfly,Speyeria zerene hippolyta,"1040",e4a153e7-a913-457f-a7a4-764974519ba4
Oregon snowshoe hare,Lepus americanus klamathensis,"1041",65ce0337-5316-4c57-b4c7-aa74459f7e23
Oregon spotted frog,Rana pretiosa,"1042",fdff4174-55ca-4195-9ec5-cadc90f13e4f
Ornduff's meadowfoam,Limnanthes douglasii ssp. ornduffii,"1043",02498c5d-3fb2-44f9-8cd9-17d5b8c8c65a
Orocopia Mountains spurge,Euphorbia jaegeri,"1044",820bdd6a-8bc9-4ae3-8a4b-1025f9ad0bb6
Orocopia sage,Salvia greatae,"1045",25b88dbd-4bed-4e1f-b13e-b5034db9a668
Oso Flaco flightless moth,Areniscythris brachypteris,"1046",ff886678-d8f9-42df-af5f-44f2b4adc74a
Oso Flaco patch butterfly,Chlosyne leanira elegans,"1047",af258a22-7a4b-419d-8595-f53f246a80ba
Oso Flaco robber fly,Ablautus schlingeri,"1048",9bc6e2bf-4882-41ec-9059-d49f7d5a770c
Oso manzanita,Arctostaphylos osoensis,"1049",0647e493-b850-4e10-a354-a75069de43d5
Otay Mesa mint,Pogogyne nudiuscula,"1050",49653b34-7ba4-4262-abb7-376ed2af4315
Otay Mountain ceanothus,Ceanothus otayensis,"1051",c09d1413-1dcc-4413-8bea-ca3627672f68
Otay Mountain lotus,Hosackia crassifolia var. otayensis,"1052",7d81caf9-25fe-485d-a5f5-e41023232c3a
Otay manzanita,Arctostaphylos otayensis,"1053",a7219079-ee65-4705-95c1-06dc6a568743
Otay tarplant,Deinandra conjugens,"1054",a2d76c3d-2e48-478f-9797-48aa5218e43f
Owens Peak lomatium,Lomatium shevockii,"1055",7df6cf83-f9dd-4c8b-8d61-cf04b17672a4
Owens Valley checkerbloom,Sidalcea covillei,"1056",e1f260e9-9bd6-4712-b816-dfd99b0e1a9c
Owens Valley springsnail,Pyrgulopsis owensensis,"1057",cc3f7036-2b46-44a6-ba4a-926d8bdef15f
Owens Valley vole,Microtus californicus vallicola,"1058",20b61dde-7278-4ef3-9703-ffb742c380c2
Owens pupfish,Cyprinodon radiosus,"1059",fca500f4-55de-4bcf-9916-88f1eedfea6a
Owens speckled dace,Rhinichthys osculus ssp. 2,"1060",dc5e666b-b5f5-40d3-baf4-2f13c9281647
Owens sucker,Catostomus fumeiventris,"1061",970e787a-a210-40d1-9577-a75219786c39
Owens tui chub,Siphateles bicolor snyderi,"1062",2a12215e-e644-4a6b-a20e-ef6b62b5e436
Owyhee ivesia,Ivesia baileyi var. beneolens,"1063",c2a9b3b1-c0f0-4d9e-9d96-ae679c12f4fd
Pacific Grove clover,Trifolium polyodon,"1064",c828012f-fa39-4590-8150-ffc52fb65344
Pacific fuzzwort,Ptilidium californicum,"1065",46644867-3827-4e33-9dd9-0b1d78411cf7
Pacific gilia,Gilia capitata ssp. pacifica,"1066",83a20ace-795c-4889-bd71-5ca538327e03
Pacific lamprey,Entosphenus tridentatus,"1067",3e6d3355-ea1d-45eb-bc6c-d978889507a7
Pacific manzanita,Arctostaphylos pacifica,"1068",0fc4c4cc-3a0f-46ab-b13a-dbed652d484e
Pacific marten,Martes caurina,"1069",d6594af1-30b8-4850-9a21-afe672386737
Pacific pocket mouse,Perognathus longimembris pacificus,"1070",95bb8af0-8d3c-4b85-915f-c2e55b815d65
Pacific silver fir,Abies amabilis,"1071",0307e5b2-b291-4679-b30d-dee14e77a358
Pacific tailed frog,Ascaphus truei,"1072",8a187fa9-073e-45b3-a0e4-6792ff5a5268
Pahrump orache,Atriplex argentea var. longitrichoma,"1073",cb3a566d-3090-45df-ae42-4deec85eba8f
Pahute beardtongue,Penstemon pahutensis,"1074",37cb530f-cc3a-4b1e-83d0-97e44db92051
Paiute cutthroat trout,Oncorhynchus clarkii seleniris,"1075",f07a1229-6aa4-4000-9568-596d3c2a401a
Tompkins' sedge,Carex tompkinsii,"1647",a00d5dba-356c-4cd7-9f6a-7862deeb39cb
Paiute lomatium,Lomatium ravenii var. paiutense,"1076",b4077581-4c3a-4402-8129-54ac4f67ad24
Pajaro manzanita,Arctostaphylos pajaroensis,"1077",7449d961-82b3-456d-bf8f-64bbb3176da8
Palm Springs pocket mouse,Perognathus longimembris bangsi,"1078",727cc897-0e05-4b6c-b9bc-127c3194d84e
Palm Springs round-tailed ground squirrel,Xerospermophilus tereticaudus chlorus,"1079",b81dfae6-816f-4298-9eef-21aa528c93ac
Palmer's frankenia,Frankenia palmeri,"1080",9c5a9543-119c-4789-b312-02b527883e50
Palmer's goldenbush,Ericameria palmeri var. palmeri,"1081",c7a8a195-fa0c-4401-81ba-b07672ef0b40
Palmer's grapplinghook,Harpagonella palmeri,"1082",374bd240-fa0c-4175-a449-2980af98f47b
Palmer's jackass clover,Wislizenia refracta ssp. palmeri,"1083",100de2fc-23fa-4167-8a67-54017693f8ed
Palmer's mariposa-lily,Calochortus palmeri var. palmeri,"1084",3501172f-86de-4c1a-a431-54cd66b83074
Palmer's monardella,Monardella palmeri,"1085",4e1a4613-8096-41d0-a9a3-c61e2c881c1c
Palos Verdes blue butterfly,Glaucopsyche lygdamus palosverdesensis,"1086",433d4467-62f3-47ba-bb6f-11c09f869f8f
Panamint Mountains bedstraw,Galium hilendiae ssp. carneum,"1087",48d26ec5-140f-477f-b2f4-df4aa483c553
Panamint Mountains buckwheat,Eriogonum microthecum var. panamintense,"1088",58460d11-9814-4ae8-8792-5374fa4c71d4
Panamint Mountains lupine,Lupinus magnificus var. magnificus,"1089",9c44fe37-0aa3-4baa-940a-1747dc0c8b5d
Panamint alligator lizard,Elgaria panamintina,"1090",bb016734-0a40-4a8e-8e8f-f8c45d3d46cb
Panamint daisy,Enceliopsis covillei,"1091",7daa36b5-c5f8-46c2-ae09-f97dff37dcb5
Panamint dudleya,Dudleya saxosa ssp. saxosa,"1092",a073f862-e6bd-4594-959c-0306df71d2d1
Panamint kangaroo rat,Dipodomys panamintinus panamintinus,"1093",20996d0d-a0e6-43ab-bd96-ab90f902106d
Panamint rock-goldenrod,Cuniculotinus gramineus,"1094",4dd94999-0df9-4b65-950a-509671785864
Panoche pepper-grass,Lepidium jaredii ssp. album,"1095",ff93412b-de14-476d-b8fb-37e757dd0832
Parish's alkali grass,Puccinellia parishii,"1096",15c64a18-67e4-4448-b184-24ee024a738d
Parish's alumroot,Heuchera parishii,"1097",0b29c449-bfc3-47af-9df1-f5fff02d08e2
Parish's brittlescale,Atriplex parishii,"1098",c5528850-1ce9-464d-9c19-1716db0ba4d0
Parish's bush-mallow,Malacothamnus parishii,"1099",afe17c36-cd24-42d4-9b81-f62bb536bd85
Parish's chaenactis,Chaenactis parishii,"1100",38c687c1-954b-4d0d-bc99-b238aac4d9fe
Parish's checkerbloom,Sidalcea hickmanii ssp. parishii,"1101",2ca7a65f-3ef8-4e7e-98c7-ccb9d3f1d214
Parish's club-cholla,Grusonia parishii,"1102",8eb1084f-84c9-4057-8973-0f11c84071db
Parish's daisy,Erigeron parishii,"1103",2ccf13f4-17be-4e22-82fe-653f088ee8ee
Parish's desert-thorn,Lycium parishii,"1104",15575e61-5b10-45dc-8f72-5260ee3ca0e8
Parish's gooseberry,Ribes divaricatum var. parishii,"1105",3444d0c3-8f3b-49fb-bee3-f0e5de93a56b
Parish's meadowfoam,Limnanthes alba ssp. parishii,"1106",87c7a203-824d-4b76-8e36-075db6d95034
Parish's phacelia,Phacelia parishii,"1107",1d7a68e7-2492-401b-9506-7da1f59ebd8d
Parish's popcornflower,Plagiobothrys parishii,"1108",83d4c343-ab8c-432a-a8fd-cd3de4a96c32
Parish's rockcress,Boechera parishii,"1109",6dd5a628-5be5-40cd-af5d-bc3f98b69a5f
Parish's yampah,Perideridia parishii ssp. parishii,"1110",8fed17d2-b299-4a59-9897-f7696cd8322e
Parry's horkelia,Horkelia parryi,"1111",79dc53a1-bec0-4c77-acec-903dddd45f9c
Parry's monkeyflower,Diplacus parryi,"1112",29124c74-41d1-4c6a-b0b4-36176eb8840e
Parry's spineflower,Chorizanthe parryi var. parryi,"1113",2d0d3cba-ca40-4ec9-835d-e6670b91ff40
Parry's spurge,Euphorbia parryi,"1114",4d1ef254-4db9-40c6-b712-d2260a29bf29
Parry's tetracoccus,Tetracoccus dioicus,"1115",7d1f9049-7533-4e3a-bd37-9fc6dc335dd2
Patterson's blue grass,Poa abbreviata ssp. pattersonii,"1116",211121c9-661d-4cf4-b119-082218d33f96
Patterson's navarretia,Navarretia paradoxiclara,"1117",17148a0c-5e51-4aac-8675-282681154ff9
Payne's bush lupine,Lupinus paynei,"1118",727b8d45-7c00-419f-97ca-5ee228b048aa
Payson's jewelflower,Caulanthus simulans,"1119",cdf9ce4a-718e-411b-ab41-8ef990bab128
Pebble Plains,Pebble Plains,"1120",b587dfb7-7eae-45c8-a4e2-53013da4c99c
Pecho manzanita,Arctostaphylos pechoensis,"1121",1ea7b26a-f6fb-4dc7-bf1c-c7f17b51f42e
Peck's lomatium,Lomatium peckianum,"1122",e6866073-4084-4f6c-9e4c-6a57a7fa4ae6
Peirson's lupine,Lupinus peirsonii,"1123",9e1b243f-e48f-432f-8390-a74fce2b2803
Peirson's milk-vetch,Astragalus magdalenae var. peirsonii,"1124",8c53b5bd-89b9-4086-8431-6cd4e607e1e9
Peirson's morning-glory,Calystegia peirsonii,"1125",b1754c0e-7113-4b3d-9282-b40141ea8e79
Peirson's pincushion,Chaenactis carphoclinia var. peirsonii,"1126",0e121554-a7aa-4c20-b0f7-0337c8ef3bf1
